"","gene_symbol","2021_02_12_DS1_Cell","2021_02_12_DS1_Pt","2021_02_12_DS76_Cell","2021_02_12_DS81_Cell","2024_07_02_DS76_Pt","2024_07_02_DS81_Pt"
"29093","FAM90A12P",0,0,0,8,0,19
"29095","MTCO1P47",0,0,0,0,0,0
"29097","PCDHGA3",12,1,0,1,10,9
"29099","RPL7P20",0,0,0,0,0,0
"29100","NACAP10",0,0,0,0,0,0
"29102","RPSAP71",0,0,0,0,0,0
"29103","IGKV3OR22-2",0,0,0,0,0,0
"29111","KRT8P3",0,0,0,0,0,0
"29112","IGHV3-29",0,0,0,0,2,0
"29119","SNRPCP17",0,0,0,0,0,0
"29120","MRPL57P7",0,0,0,0,0,0
"29122","TAGLN2P2",0,0,0,0,0,0
"29130","MTND1P6",0,0,0,0,0,0
"29132","ARL2BPP5",0,0,0,0,0,0
"29134","IGLVI-68",0,0,0,0,0,0
"29138","TUBB8P5",0,0,0,0,0,0
"29139","MTND6P19",0,0,0,0,0,0
"29142","LOC100422267",0,0,0,0,0,0
"29143","LOC100419574",0,0,0,1,0,4
"29145","LRRC24",106,78,24,82,158,396
"29146","OR10Y1P",0,0,0,0,0,0
"29148","PHB1P17",0,0,0,0,0,0
"29149","OR4A1P",0,0,0,0,0,0
"29150","LOC100128210",0,0,0,0,0,0
"29152","CHKB-CPT1B",2027,1769,381,304,1932,2593
"29153","SIGLEC14",1,33,80,0,66,115
"29154","LOC100421094",0,0,0,0,0,0
"29156","LOC100421673",0,0,0,0,0,0
"29157","OR6M3P",0,0,0,0,0,0
"29160","PBOV1",0,0,0,0,0,1
"29163","HSPB2-C11orf52",0,0,0,0,0,10
"29168","PPIAP41",1,2,2,2,11,1
"29169","OR4A3P",0,0,0,0,0,0
"29171","OR4D10",0,0,0,0,0,0
"29172","XNDC1N",107,116,63,66,171,60
"29173","AP5B1",2565,2177,1194,1575,1690,1885
"29174","LOC646112",0,0,0,0,0,0
"29175","OR4A49P",0,0,0,0,0,0
"29176","OR2AT1P",0,0,0,0,0,0
"29183","OR5M7P",0,0,0,0,0,0
"29184","LOC100421023",0,0,0,0,0,0
"29185","LOC112268018",0,0,0,0,0,0
"29186","CBX3P8",0,0,0,0,0,0
"29190","HMGB3P29",0,3,3,0,5,0
"29191","CHMP4A",630,807,428,306,961,2776
"29193","DEFB131E",0,1,0,0,0,0
"29198","SIGLEC12",0,2,0,0,5,0
"29200","OR8I4P",0,0,0,0,0,0
"29201","ENPP7P12",1,0,0,0,0,0
"29202","MRGPRX7P",0,0,0,0,0,0
"29203","PLS1P1",0,0,0,0,0,0
"29204","PABPC4L",0,0,0,0,0,0
"29207","MRGPRX6P",0,0,0,0,0,0
"29209","PCNAP4",0,0,0,0,0,0
"29210","MRGPRX13P",0,0,0,0,0,0
"29212","OMP",0,7,0,0,0,5
"29217","MTND2P26",0,0,0,0,0,0
"29218","UBTFL9",0,0,0,0,0,0
"29221","OR4C1P",0,0,0,0,0,0
"29226","MAGEL2",0,0,0,8,0,0
"29227","EIF4A2P3",0,0,0,0,0,0
"29231","LOC644169",3,2,2,0,1,3
"29233","CSNK2A3",13,6,14,10,0,0
"29235","OR5M6P",0,0,0,0,0,0
"29238","DNAJB6P1",19,12,34,33,0,0
"29239","OR6M2P",0,0,0,0,0,0
"29245","OR4R3P",0,0,0,0,0,0
"29246","LOC100420800",0,0,0,0,0,0
"29248","SMG1P6",81,98,13,44,28,4
"29249","ARMS2",0,0,0,0,0,0
"29250","OR4A18P",0,0,0,0,0,0
"29251","COX6CP5",0,0,0,0,0,0
"29253","OR8B10P",0,0,0,0,0,0
"29254","INS",0,0,0,0,0,0
"29255","MTCYBP41",0,0,0,0,0,0
"29257","RTL1",0,0,0,0,0,0
"29258","OR8J2",0,0,0,0,0,0
"29259","LOC100129607",0,0,0,0,0,0
"29260","OR4A11P",0,0,0,0,0,0
"29262","WEE2P1",0,0,0,0,0,0
"29264","OR4A42P",0,0,0,0,0,0
"29267","PKD1P5",1600,1782,274,344,303,156
"29268","SNRPCP6",0,0,0,0,0,0
"29269","LOC100419092",0,0,0,0,0,0
"29270","FPGT",159,128,145,119,89,47
"29272","COPS8P3",0,0,0,0,0,0
"29276","LOC643709",0,0,3,2,0,0
"29279","IGLL5",458,1122,2,6637,548,16154
"29282","OR7E154P",0,0,0,0,0,0
"29283","GLYATL1P2",0,0,0,0,0,0
"29285","MRGPRX10P",0,0,0,0,0,0
"29286","OR4A12P",0,0,0,0,0,0
"29287","OR7E10P",0,0,0,0,0,0
"29289","MEX3A",1177,416,95,394,190,38
"29295","BRD9P1",0,0,0,0,0,0
"29296","OR10G4",2,1,1,1,12,8
"29297","MRGPRX11P",0,0,0,0,0,0
"29298","OR10V3P",0,0,0,0,0,0
"29300","HNRNPCP8",0,0,0,0,0,0
"29303","TRIM64DP",0,0,0,0,0,0
"29304","OR5M2P",0,0,0,0,0,0
"29307","NAP1L1P1",0,3,6,0,0,0
"29308","TRIM53CP",0,0,0,0,0,0
"29311","OR4A4P",0,0,0,0,0,0
"29312","OR4D7P",0,0,0,0,0,0
"29314","EEF1G",91143,81279,87290,82701,66701,140812
"29318","GVINP2",0,2,0,0,0,0
"29319","LOC100289518",43,27,13,35,49,38
"29320","DNAAF11P1",0,0,0,0,0,0
"29323","CKLF-CMTM1",82,122,116,127,78,62
"29325","FDPSP4",3,4,0,0,0,0
"29327","OR5AP1P",0,0,0,0,0,0
"29333","SNRPCP14",0,0,0,0,0,0
"29334","SYS1-DBNDD2",0,40,11,1,3,0
"29335","OR10AK1P",0,0,0,0,0,0
"29341","SLC22A18AS",8,11,40,2,8,12
"29343","KRT18P58",0,0,0,0,0,0
"29344","OR4A40P",0,0,0,0,0,0
"29345","OR5M10",0,0,0,0,0,0
"29346","GVINP1",448,452,917,372,1604,106
"29347","GTF2IP15",0,0,0,0,0,0
"29348","OR4V1P",0,0,0,0,0,0
"29350","OR5BN1P",0,0,0,0,0,0
"29353","NPIPA2",0,0,0,0,0,0
"29355","NDUFA3P2",0,0,0,0,0,0
"29356","MRGPRX12P",0,0,0,0,0,0
"29357","MPV17L2",420,448,370,422,356,924
"29359","LOC100420020",0,0,0,0,0,7
"29360","ATP6V1G2-DDX39B",0,2,0,1,4,2
"29362","LOC100422398",1,0,8,0,1,0
"29368","OR4A9P",0,0,0,0,0,0
"29371","MTCO3P15",0,0,0,0,0,0
"29373","BORCS8",756,718,421,428,1012,862
"29381","LOC392196",0,0,0,0,0,0
"29383","OR4C9P",0,0,0,0,0,0
"29384","LOC100420019",0,0,0,0,0,0
"29385","MTATP6P15",0,0,0,0,0,0
"29387","LOC100421985",0,0,0,0,0,0
"29388","LOC643381",0,0,0,0,0,0
"29389","OR4A19P",0,0,0,0,0,0
"29392","OR8K4P",0,0,0,0,0,0
"29393","OR7E158P",0,0,0,0,0,0
"29395","SLC2A13P1",0,0,0,0,0,0
"29397","INMT-MINDY4",0,0,0,0,0,0
"29398","TUBB4BP4",0,0,0,0,0,0
"29399","C1DP5",0,0,0,0,0,0
"29405","DPP3",3603,3885,2469,2701,2244,4038
"29407","TRIM77BP",0,0,0,0,0,0
"29408","STX16-NPEPL1",419,518,93,29,532,73
"29409","ANKHD1-EIF4EBP3",5054,4341,2465,1896,1657,2150
"29410","KRTAP5-9",52,41,8,7,24,79
"29411","BRK1",3807,4026,2913,2452,2538,5369
"29415","ELOCP22",0,0,0,0,0,0
"29416","UBTFL1",0,0,0,0,0,0
"29419","OR5M1",0,0,0,0,0,0
"29423","OR5D15P",0,0,0,0,0,0
"29425","VPS51P8",0,0,0,0,0,0
"29426","OR8B5P",0,0,0,0,0,0
"29432","HNRNPRP2",0,0,0,0,0,0
"29433","OR8X1P",0,0,0,0,0,0
"29435","OR4A44P",0,0,0,0,0,0
"29437","MTND1P35",0,0,0,0,0,0
"29439","PDCL2P2",0,0,0,0,0,0
"29443","OSBPL9P3",0,0,0,0,0,0
"29444","SAA2-SAA4",0,0,0,0,0,0
"29445","PIGY",0,0,0,0,0,0
"29449","OR4X7P",0,0,0,0,0,0
"29450","OR4A6P",0,0,0,0,0,0
"29451","OR5AK1P",0,0,0,0,0,0
"29452","LOC100533706",0,0,0,0,0,0
"29455","OR1D4",0,0,0,0,0,0
"29456","OR5B10P",0,0,0,0,0,0
"29457","LOC644335",0,0,0,0,0,0
"29461","LOC100288097",0,0,0,0,0,0
"29464","CHMP1B",3480,3687,1815,2156,1591,1221
"29467","SLC5A4P1",0,0,0,0,0,0
"29470","EEF1A1P49",0,0,0,0,0,0
"29472","OR9L1P",0,0,0,0,0,0
"29474","OR5BN2P",0,0,0,0,0,0
"29479","EID3",10,8,17,1,54,10
"29480","GLYATL1B",0,0,0,0,0,0
"29481","MSH5-SAPCD1",48,74,126,0,34,0
"29482","HTD2",173,96,147,130,207,110
"29490","OR5AM1P",0,0,0,0,0,0
"29492","CCDC166",0,0,0,0,0,0
"29494","PDXDC2P",458,321,78,99,233,81
"29496","GLYATL1P1",0,0,0,0,0,0
"29498","NANOGP8",0,0,0,0,0,0
"29499","OR4A17P",0,0,0,0,0,0
"29500","GTF2IP11",0,0,0,0,0,0
"29502","OR7E2P",0,0,0,0,0,0
"29504","MED28P5",0,0,0,0,0,0
"29507","LOC392187",0,0,0,0,0,0
"29511","OR5J7P",0,0,0,0,0,0
"29512","OR5BC1P",0,0,0,0,0,0
"29516","OR5M11",0,0,0,0,0,0
"29517","OR8B6P",0,0,0,0,0,0
"29522","RFPL4AP1",0,0,0,0,0,0
"29524","FXYD6-FXYD2",0,5,0,0,2,6
"29527","PPP1R1AP1",0,0,0,4,0,0
"29528","ZNF123P",0,0,0,0,0,0
"29529","OR7E4P",0,0,0,0,0,0
"29530","ELOBP2",0,0,0,0,0,0
"29532","LOC107984365",0,0,0,0,0,0
"29535","SMIM35",0,5,5,0,13,5
"29538","LOC100421558",0,0,0,0,0,0
"29539","WTAPP1",0,0,0,0,6,0
"29543","SNRPGP16",0,0,0,0,0,0
"29549","H3P34",0,0,0,0,0,0
"29551","OR4A41P",0,0,0,0,0,0
"29552","OR8G5",0,0,0,0,0,0
"29553","EID1",3540,4730,4858,4075,2426,1499
"29554","OR5BA1P",19,13,2,1,12,16
"29555","OR4A46P",0,0,0,0,0,0
"29557","OR52B2",0,0,0,0,0,0
"29559","OR4C7P",0,0,0,0,0,0
"29561","MTND6P25",0,0,0,0,0,0
"29562","ENPP7P8",5,3,1,8,7,11
"29566","LOC100420122",0,0,0,0,0,0
"29570","OR8Q1P",0,0,0,0,0,0
"29572","NOX5",0,0,0,0,0,0
"29574","OR4A7P",0,0,0,0,0,0
"29575","MTCO1P15",0,0,0,0,0,0
"29576","PPP1R10P1",0,0,0,0,0,0
"29577","ASS1P13",0,0,0,0,0,0
"29580","CCDC179",0,0,0,0,0,0
"29587","TAS2R43",0,0,0,0,0,0
"29591","LOC100289416",0,0,0,0,0,0
"29592","LOC100422399",1,2,0,0,0,0
"29593","UBTFL10",0,0,0,0,0,0
"29594","OR5BR1P",0,0,0,0,0,0
"29595","RDXP1",0,0,0,0,0,0
"29596","HMGB3P25",0,0,0,0,0,0
"29597","OOSP4B",0,0,0,0,0,0
"29600","HCAR3",0,197,5,0,29,232
"29603","PCDHA3",0,0,0,0,0,0
"29604","LOC100419761",0,0,0,0,0,0
"29606","OR10AF1P",0,0,0,0,0,0
"29607","MTCO2P15",0,0,0,0,0,0
"29608","EBLN2",45,90,16,15,274,9
"29609","MRGPRX9P",0,0,0,0,0,0
"29610","OR8G3P",0,0,0,0,0,0
"29612","OR5B19P",0,0,0,0,0,0
"29614","LOC100421160",0,0,0,0,0,0
"29619","EEF1A1P47",0,0,0,0,0,0
"29621","LOC107984367",0,0,0,0,0,0
"29624","ZDHHC20P3",0,0,0,0,0,0
"29627","OR5AL2P",0,0,0,0,0,0
"29629","OR56A7P",0,0,0,0,0,0
"29633","EIF4A2P5",0,0,0,0,0,0
"29634","H3P33",0,0,0,0,0,0
"29638","LOC646801",1,0,0,0,0,0
"29639","CARD18",0,0,0,0,0,0
"29643","OR8A2P",0,0,0,0,0,0
"29644","LOC645397",0,0,0,0,0,0
"29646","OR4B2P",0,0,0,0,0,0
"29650","NPIPB8",6,3,3,1,13,21
"29651","NEDD8-MDP1",175,229,169,105,0,25
"29653","POLR2M",1258,1246,1661,2334,827,619
"29655","NDUFS5P6",0,0,0,0,0,0
"29658","OR4A43P",0,0,0,0,0,0
"29660","MRGPRX5P",0,0,0,0,0,0
"29661","OR10V2P",0,0,0,0,0,0
"29662","LOC100130203",0,0,0,0,0,0
"29667","ENPP7P6",0,0,0,0,0,0
"29671","OR7E1P",0,2,0,0,0,2
"29674","FDXACB1",110,71,125,180,102,44
"29675","UNC93B6",0,0,0,4,0,9
"29677","LOC100420899",3,0,0,0,0,0
"29678","TRAV1-1",0,0,0,0,0,0
"29681","OR10G2",0,0,0,0,0,0
"29683","LOC651337",0,0,0,2,0,0
"29684","RAB44",363,534,1,5,295,185
"29685","PCDHB17P",3,0,0,0,0,0
"29686","C10orf88B",80,39,14,1,25,0
"29692","LOC100420801",0,0,0,0,0,0
"29696","TRIL",0,0,1,1,0,2
"29701","OR4D2",0,0,0,0,0,0
"29708","LOC100419932",8,19,2,4,6,0
"29714","OR6J1",11,11,69,12,147,103
"29716","KRT8P11",3,0,0,0,0,0
"29720","TIFAB",997,83,444,319,293,266
"29722","LOC100419928",0,0,1,0,0,0
"29723","TAS2R20",0,6,6,2,21,7
"29725","LOC100421201",0,0,0,0,0,0
"29726","KDM4F",0,0,0,0,0,0
"29728","LOC390251",0,0,0,0,0,0
"29736","RPL12P46",0,0,0,0,0,0
"29739","LOC121296",0,0,0,0,0,0
"29742","HSPD1P12",0,0,0,2,0,0
"29747","CYP2A6",0,0,0,0,0,0
"29748","RAB11AP2",0,0,0,0,0,0
"29750","NXPE2P1",0,0,0,0,0,0
"29753","TUBB4BP1",0,0,0,0,0,0
"29754","RPL7AP74",0,0,0,0,0,0
"29755","PSMC1P9",1,2,3,2,0,0
"29757","LOC390282",0,0,0,0,0,0
"29759","ELOCP31",0,0,0,0,0,0
"29763","MRPL40P1",0,0,0,1,3,7
"29764","LOC100127954",0,0,0,0,0,0
"29765","CTSO",0,0,0,0,0,0
"29768","COA8",719,646,417,485,288,951
"29770","TRAPPC2B",208,189,185,178,172,227
"29771","DNAAF4",12,15,37,22,72,78
"29773","ST13P9",0,0,0,0,0,0
"29774","PSMC6P2",0,0,0,0,0,0
"29775","FAM133GP",0,0,0,0,0,0
"29777","ZNF432",264,429,8,10,16,139
"29778","LOC100131779",0,1,0,0,0,0
"29786","ZKSCAN7P1",0,0,0,0,0,0
"29790","SMLR1",0,0,0,0,0,0
"29794","TAS2R30",7,0,0,2,16,2
"29796","OOEPP2",0,0,0,0,0,0
"29802","ZNF10",294,167,89,101,118,45
"29803","ZNF486",1160,742,473,30,381,5
"29804","SMIM3",1322,3064,2795,663,2792,6108
"29805","SUPT16HP1",41,51,54,43,17,3
"29806","RPL7AP3",0,0,0,0,0,0
"29807","LOC100421658",0,0,0,0,0,0
"29808","HMBS",1013,2574,707,674,1420,2256
"29809","TAS2R64P",12,8,3,0,22,0
"29811","LOC112268073",0,0,0,0,0,0
"29813","OSBPL9P5",0,0,0,0,0,0
"29815","ZNF225",242,71,95,98,123,4
"29817","NIFKP3",110,84,6,1,35,8
"29818","RPL41P2",2,4,3,2,0,1
"29826","NTAN1P3",0,0,0,0,0,0
"29828","RPL31P57",0,0,0,0,0,0
"29835","ASIC5",0,0,0,0,0,0
"29836","LOC100419700",0,0,0,0,0,0
"29840","TAS2R31",10,0,1,0,11,0
"29841","DNAJB6P5",0,0,0,0,0,0
"29843","DND1",233,162,38,42,131,646
"29846","TRAV11",0,0,0,0,0,0
"29847","LOC100420983",0,0,0,0,0,0
"29848","LOC100420116",0,0,0,0,0,0
"29853","POLG2",1210,615,368,378,1134,653
"29854","LOC100422382",0,0,0,0,0,0
"29855","SMIM10L1",2171,1983,1145,637,795,600
"29857","TRAV1-2",0,4,0,0,2,1
"29859","NANOGNBP2",0,0,0,0,0,0
"29861","OR13A1",0,0,0,0,54,32
"29864","TRDV3",0,0,0,0,0,0
"29868","AK6P1",0,0,0,0,0,0
"29871","LOC124902904",9,6,0,0,15,0
"29872","LOC100421202",0,0,0,0,0,0
"29877","CLEC12B",0,6,1,0,4,1
"29881","LIMS4",25,0,6,6,0,0
"29883","LOC100132172",0,0,0,0,0,0
"29886","ZNF350",915,544,616,475,400,344
"29890","PGA5",0,0,0,0,0,2
"29892","LOC100421622",4,0,0,0,8,4
"29897","HPRT1P3",0,0,0,0,0,0
"29899","STH",0,0,0,0,0,0
"29900","ZNF253",2422,818,1108,1561,388,154
"29902","PDCL3P7",0,0,0,0,0,0
"29904","KLRF2",0,0,2,1,19,1
"29907","C17orf100",35,30,53,15,59,21
"29908","CAPNS2",0,0,1,0,17,2
"29917","TCP1P3",0,0,0,2,0,0
"29921","SLC5A8",0,0,0,0,0,0
"29923","PSMC1P8",0,0,0,0,0,0
"29926","GCNAP1",0,0,0,0,0,0
"29936","LIMS3",108,86,55,55,33,19
"29937","KHDC1L",0,0,0,4,0,22
"29942","GPR142",0,0,0,0,0,4
"29944","SLC25A39P2",0,0,0,0,0,0
"29945","HP",1,12,9,0,9,243
"29947","LOC100420119",0,0,0,0,0,0
"29950","SLCO1B3-SLCO1B7",0,0,0,0,0,0
"29951","C11orf97",0,0,0,0,0,0
"29956","RPEP6",0,0,0,0,0,0
"29959","DENND11",209,369,295,518,0,0
"29961","LRRC37A13P",0,0,0,0,0,0
"29962","LSM14A",1760,2111,2405,5346,684,1329
"29963","NHLRC4",240,118,201,85,272,371
"29964","OR4F28P",0,0,0,0,0,0
"29966","OR11H12",0,0,0,0,0,0
"29968","LOC100287148",0,0,0,0,0,0
"29971","LOC100129078",0,0,0,0,0,0
"29973","TAS2R38",0,0,0,0,0,0
"29976","PGAM1P5",0,0,0,0,0,0
"29982","AK6P2",0,0,0,0,0,0
"29991","GATC",2793,2302,1863,1918,1538,1107
"29992","PRXL2AP1",0,0,0,0,0,0
"29996","PARK7P1",6,1,0,4,5,0
"29999","ZNF271P",2102,1794,1035,1016,963,764
"30000","LOC196469",0,0,0,0,2,0
"30006","HAUS8P1",0,0,0,0,0,0
"30008","LOC644584",0,0,1,2,0,0
"30009","PGBD3P1",0,0,0,0,0,0
"30010","ZBED6",2879,1785,1328,1290,1541,63
"30011","ASS1P14",0,0,0,0,0,0
"30015","MGAM",0,30,0,7,240,10
"30021","BNIP3P6",0,0,0,0,0,0
"30024","FNTB",802,721,473,378,679,1145
"30025","LOC100128248",0,0,0,0,0,0
"30030","LOC644746",0,0,0,0,0,0
"30042","ZNF878",43,10,28,38,4,13
"30045","MRPL2P1",0,0,0,0,0,0
"30048","PAFAH1B2P2",0,0,0,0,0,0
"30051","LOC100420981",65,39,17,17,54,32
"30054","SFTA3",0,0,0,0,0,0
"30056","KRT8P19",0,0,0,0,0,0
"30057","RPL36A-HNRNPH2",218,71,150,95,54,2
"30065","SSBL3P",0,0,0,0,0,0
"30068","LOC100421126",0,0,0,0,0,0
"30069","ZNF625",275,122,111,108,33,93
"30070","GALNT4",128,164,144,31,217,27
"30072","VN1R57P",0,0,0,0,0,0
"30074","LOC400036",0,0,0,1,0,0
"30076","LOC100287355",0,0,0,0,0,0
"30078","LOC646828",0,0,0,0,0,0
"30085","EIF4A1P12",0,0,0,0,0,0
"30091","BTBD10P1",0,0,1,0,0,0
"30095","INAFM1",649,436,262,210,446,1237
"30099","CNPY2",2185,2250,1337,1572,1974,3761
"30101","LOC100132698",0,0,0,0,0,0
"30102","LOC100419293",0,0,0,0,0,0
"30103","LOC100422528",0,0,0,0,0,0
"30104","LOC100420011",8,0,2,0,8,2
"30105","OR6C7P",0,0,0,0,0,0
"30106","KRT18P20",0,0,0,0,0,0
"30111","LOC100506911",0,0,0,0,0,0
"30112","GLYCAM1",0,0,0,0,0,0
"30113","AKIRIN1P1",0,0,0,0,0,0
"30114","EIF4A1P4",0,2,7,2,0,0
"30115","OR5BJ1P",0,0,0,0,0,0
"30119","LOC100127978",0,0,0,0,0,0
"30120","LOC400026",0,0,0,0,0,0
"30127","LOC400174",0,0,0,0,0,0
"30130","HNRNPA3P10",8,2,3,3,0,0
"30133","LOC101059974",0,0,0,0,0,0
"30134","MTND1P24",0,0,0,0,0,0
"30135","LOC100294713",0,0,0,0,0,0
"30137","LOC641695",0,0,1,0,1,0
"30144","EEF1A1P17",3,3,3,4,0,2
"30147","CUX1",10044,9871,6455,8229,6089,4282
"30148","MRPS36P5",0,0,0,0,0,0
"30151","TEN1",570,670,312,191,540,417
"30152","P2RX5-TAX1BP3",111,79,27,33,438,128
"30156","QRSL1P3",0,0,0,0,0,0
"30159","SNRPGP18",0,0,0,0,0,0
"30160","TEX49",0,0,0,0,0,0
"30166","RPL3P13",0,0,0,0,0,0
"30168","LOC102724178",0,0,0,0,0,0
"30169","OR5BT1P",0,0,0,0,0,0
"30176","LOC100420424",0,0,0,0,0,0
"30181","LOC100422529",0,0,0,0,0,0
"30183","OR9A4",0,0,0,0,0,0
"30186","MAP1LC3B2",57,18,8,16,13,34
"30189","CCNG2P1",0,0,0,0,0,0
"30190","PPIAP45",0,0,0,0,7,0
"30191","PPIAP44",0,0,0,0,0,0
"30195","LOC101060021",0,0,0,0,0,0
"30196","LOC100420186",0,0,0,0,0,0
"30209","LOC124902995",0,0,0,0,0,0
"30211","LOC100129589",0,0,0,0,0,0
"30214","PRSS58",0,0,0,0,0,0
"30216","CLEC5A",54,46,565,30,194,284
"30219","MTND2P17",0,0,0,0,0,0
"30221","RPL10P13",0,0,0,0,0,0
"30223","MTCH2P2",0,0,0,0,0,0
"30226","OR7K1P",0,0,0,0,0,0
"30231","CHURC1",4112,3732,1787,2256,1480,1427
"30236","C17orf49",1642,1612,2208,502,1344,1292
"30238","LOC100128674",0,0,0,0,0,0
"30241","SYF2P1",0,0,0,0,0,0
"30246","NF1P12",0,0,0,0,0,0
"30247","RTEL1",604,646,490,118,1214,1195
"30250","ADI1P3",0,0,0,0,0,0
"30254","LOC100533628",0,0,0,0,0,0
"30256","PPT2-EGFL8",210,42,45,0,102,88
"30258","BCAR1P1",0,0,0,0,0,0
"30260","ZNF578",354,199,158,180,172,427
"30268","OR7E105P",0,0,0,0,0,0
"30270","PDF",966,986,723,856,877,636
"30271","TMEM183AP4",0,0,0,0,0,1
"30272","RNASE12",0,0,0,0,0,0
"30273","OR11K2P",0,0,0,0,0,0
"30274","LOC100419503",0,0,0,0,0,0
"30278","LOC100422493",0,0,0,0,0,0
"30280","OR11H2",0,0,0,0,0,0
"30281","PTCD2P1",0,0,0,0,0,0
"30288","OR11G1P",0,0,0,0,0,0
"30293","SPESP1",0,5,0,0,0,2
"30295","LOC100996379",0,0,0,0,0,0
"30298","OR11J5P",0,0,0,0,0,0
"30300","EIF3LP1",0,0,0,1,0,1
"30302","LOC100420765",0,0,0,0,0,0
"30305","LOC100422225",0,0,0,0,0,0
"30318","CENPUP2",3,0,0,1,0,0
"30320","OR7E106P",0,0,0,0,0,0
"30322","SPECC1L-ADORA2A",0,49,110,0,14,6
"30324","LOC100652792",0,0,0,0,0,0
"30326","OR4N1P",0,0,0,0,0,0
"30329","DUX4L16",0,0,0,0,0,0
"30337","METTL5P1",0,0,0,0,0,0
"30338","TRIM6-TRIM34",0,0,0,0,0,0
"30341","SERPINA2",0,0,0,0,0,0
"30346","RPL21P7",0,0,0,0,0,2
"30348","RPL21P9",0,0,0,0,0,0
"30349","LOC100533787",0,0,0,0,0,0
"30352","OR11H5P",0,0,0,0,0,0
"30357","RPL26P5",0,0,0,0,2,0
"30359","LOC100418768",0,0,0,0,0,0
"30360","RPL21P5",3,0,0,0,0,2
"30361","OR4T1P",0,0,0,0,0,0
"30362","BCL2L2-PABPN1",0,248,0,47,671,288
"30363","SYNJ2BP-COX16",36,18,45,83,109,222
"30369","TRIM34",865,823,550,537,788,341
"30377","LOC100128373",0,0,0,0,0,0
"30378","BMS1P16",0,0,0,0,4,1
"30383","LOC100419912",0,0,0,0,0,2
"30387","C20orf141",0,0,0,0,0,0
"30388","OR11H3P",0,0,0,0,0,0
"30399","LOC100422641",0,0,0,0,0,0
"30400","LOC440180",0,0,0,0,0,0
"30402","MTND4P33",0,0,0,0,0,0
"30406","BCAR1P2",0,0,0,0,0,0
"30408","BMS1P15",1,1,0,0,2,0
"30410","KRT18P6",0,0,0,0,0,0
"30411","SEPHS1P2",0,0,0,0,0,0
"30414","DUX4L27",0,0,8,8,27,26
"30421","TRAV33",0,0,0,0,0,0
"30423","OR4C13",0,0,0,0,0,0
"30424","RNASE4",61,67,10,15,2,19
"30425","OR4K16P",0,0,0,0,0,0
"30426","LOC100421646",0,0,0,0,0,2
"30429","DUX4L4",0,0,0,0,0,0
"30430","TRAV28",0,0,0,0,0,0
"30431","LOC100420347",0,0,0,0,0,0
"30432","MC1R",521,539,148,276,580,3425
"30433","EEF1A1P2",0,0,0,0,0,0
"30436","OR7E159P",0,0,0,0,0,0
"30437","OR11J2P",0,0,0,0,0,0
"30442","FDPSP3",0,0,0,1,5,3
"30443","DUXA",0,0,0,0,0,0
"30444","ATP5F1AP4",0,0,0,0,0,0
"30445","LOC100420096",0,0,0,0,0,0
"30447","NBEAP4",0,0,0,0,0,0
"30450","CEP95",2968,2328,1289,1312,2076,1913
"30455","OR4U1P",0,0,0,0,0,0
"30458","TRAV32",0,0,0,0,0,0
"30459","LOC100129923",0,0,0,0,0,0
"30460","PSMB3P1",0,0,0,0,0,0
"30467","MIR3171HG",2,0,1,0,0,0
"30469","TUBB3",10,6,3,6,0,70
"30471","KRT18P7",0,0,0,0,0,0
"30477","GTF3AP2",0,0,0,0,0,0
"30481","NDUFB8P1",0,0,0,0,0,0
"30482","HIF1AP1",0,0,0,0,0,0
"30483","EIF1AXP2",0,0,0,0,0,0
"30485","UBE2F-SCLY",2,27,15,4,0,0
"30486","TMEM179",0,0,0,0,0,0
"30487","SF3B4P1",1,1,0,0,0,0
"30490","DUX4L19",0,0,0,0,0,0
"30491","TSPY1",0,0,0,0,0,0
"30496","DOCK11P1",0,0,0,1,0,0
"30497","TPRX2",0,0,0,0,0,0
"30499","MTCYBP27",0,0,0,0,0,0
"30502","LOC100421751",0,0,0,0,0,0
"30507","TVP23C-CDRT4",0,7,0,0,21,17
"30508","LOC283804",0,0,0,0,0,0
"30509","DUX4L18",0,0,0,0,0,0
"30510","FPGT-TNNI3K",32,15,8,20,10,4
"30512","BLOC1S5-TXNDC5",0,0,109,99,0,0
"30513","BRD7P1",0,0,0,0,0,0
"30515","RRAGAP1",0,0,0,2,0,0
"30519","DUXAP1",0,0,0,2,0,0
"30520","THRAP3P2",0,0,0,0,0,0
"30526","POC1B-GALNT4",171,300,198,132,56,24
"30530","GRAMD4P5",0,0,0,0,0,0
"30531","SEPTIN7P1",0,0,0,0,0,0
"30532","TRAV30",0,0,0,0,0,0
"30533","GTF2IP22",0,0,0,0,0,0
"30538","SMARCE1P3",0,0,0,0,0,0
"30539","RPS3AP4",0,0,1,0,0,1
"30541","NDUFC2-KCTD14",97,190,91,111,312,780
"30543","SMIM6",0,3,28,0,3,19
"30552","CAP2P1",5,1,0,0,8,2
"30553","DUX4L17",0,0,0,0,0,0
"30562","DDX18P1",0,0,0,0,0,0
"30564","GNRHR2P1",0,0,0,0,0,0
"30566","LOC100289091",0,0,0,0,0,0
"30568","MED28P6",0,0,0,0,0,0
"30569","MRPS15P1",0,0,0,1,0,0
"30574","ITGB3",0,14,16,32,43,52
"30577","LOC645405",0,0,0,0,0,0
"30579","SLC35G6",3,0,0,0,0,0
"30593","NDUFA3P4",0,0,0,0,0,1
