"","id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RMI2","RMI2",954.732469710661,-0.115962204536165,0.567897200151778,-0.20419576730643,0.838200518876443,0.93957450833218
"SNX19","SNX19",2902.5004978051,0.0952016028896868,0.466891063806248,0.203905386651807,0.838427435576361,0.939730467788184
"ALKBH2","ALKBH2",285.177751658923,-0.113106584140175,0.555049260896659,-0.203777560134854,0.838527329312451,0.939744038975061
"TBXA2R","TBXA2R",384.07594743772,-0.280994187572797,1.38193430427319,-0.203333969425256,0.838874006300717,0.939896406624677
"XYLB","XYLB",220.712150023911,0.120407563053163,0.59229329812902,0.203290436399527,0.838908030111055,0.939896406624677
"NECTIN2","NECTIN2",265.831219652014,0.175494299562841,0.863370212050108,0.20326656758996,0.838926685221746,0.939896406624677
"LY86","LY86",446.208403912177,0.198526081111605,0.977227167980841,0.203152437443795,0.839015887004563,0.939897977227276
"ZSCAN29","ZSCAN29",1568.4256322156,0.128895608910739,0.635828504026396,0.202720714932573,0.839353331169586,0.940128589361086
"LRRK1","LRRK1",3636.19004514522,-0.111313430774462,0.549554836069912,-0.202551999306401,0.839485211181936,0.940128589361086
"TATDN2","TATDN2",3047.8259050848,-0.0888436906308075,0.438611998378978,-0.202556452990698,0.839481729810783,0.940128589361086
"BOLA3","BOLA3",139.268352664677,0.113452752121594,0.562341754003885,0.201750539265149,0.840111750273849,0.94073182915079
"RPLP0","RPLP0",106304.581308646,-0.09508179612764,0.472361977246582,-0.201290113742592,0.84047173245334,0.94103649157128
"TSEN15","TSEN15",1230.99445200804,0.0797042538218638,0.396623660824358,0.200956881029748,0.840732290169443,0.941229781035755
"CCDC115","CCDC115",1252.66614287875,0.0776077700537859,0.386417560992653,0.200839138507117,0.840824358301651,0.941234419702936
"UBE2H","UBE2H",2028.74140712518,-0.079754411244186,0.397328403478944,-0.200726679859454,0.840912296769093,0.941234435059927
"MED31","MED31",110.126368191487,0.119888837345682,0.599052823633721,0.200130660629329,0.841378394688286,0.941559242644585
"GCHFR","GCHFR",1338.04217243798,-0.212016202445497,1.05906873606328,-0.200191163449498,0.841331077840116,0.941559242644585
"SNX8","SNX8",3243.88027496765,0.18247045789014,0.913181408573253,0.199818410862339,0.841622601911116,0.94163565567083
"UBE2Q1","UBE2Q1",3734.63538486887,-0.0776594443004495,0.388576772608623,-0.199856115379981,0.841593112799423,0.94163565567083
"CNTRL","CNTRL",4673.6884905095,0.128832111509641,0.648622377816463,0.198624216363525,0.842556709106545,0.942582252166952
"DIDO1","DIDO1",5500.12808199516,-0.126624691909916,0.638471633855025,-0.198324694779891,0.842791031770076,0.942647371758297
"CALR","CALR",27820.329375078,0.10287867986984,0.518528205392615,0.198405176034625,0.842728068054316,0.942647371758297
"STX2","STX2",527.299726170762,-0.136529355082337,0.689648188326784,-0.197969569692604,0.843068872374887,0.942779940947087
"GPAM","GPAM",594.838587921049,0.0991981807326605,0.501611785946658,0.197758871525418,0.843233726359895,0.942779940947087
"ETV6","ETV6",4879.78952847497,0.126920811821961,0.641912398250965,0.197722948127791,0.843261834149309,0.942779940947087
"SLC20A1","SLC20A1",3580.47325295441,0.116594868329254,0.589516646954024,0.197780451038471,0.843216841850078,0.942779940947087
"SUPT4H1","SUPT4H1",2632.70233021517,0.090787169329995,0.459449406823731,0.197599927177239,0.843358091784371,0.942789094877996
"MIF4GD","MIF4GD",361.645135745206,-0.0919911965593466,0.465983903343714,-0.197412820269659,0.843504497905832,0.942854301982033
"KHDC4","KHDC4",2785.16001980925,0.0931647975970156,0.472994202557881,0.196968159637464,0.843852454576244,0.942947862864164
"USP39","USP39",1700.77714485406,-0.0873883235223805,0.443630352590193,-0.196984545832251,0.843839631479159,0.942947862864164
"ATAD3A","ATAD3A",4469.39110475543,-0.101402945857211,0.51430544407385,-0.197164830793917,0.843698551331908,0.942947862864164
"LXN","LXN",311.475190607211,0.125477132379001,0.639773840636994,0.196127325640681,0.844510508819222,0.943000981083996
"FKBP1A","FKBP1A",5404.70605065791,0.0917032599886982,0.466559014262015,0.196552327112897,0.84417788020022,0.943000981083996
"PIAS4","PIAS4",1738.09270014217,0.0863862953529264,0.439316157117008,0.196638102089922,0.844110751536712,0.943000981083996
"NDUFC1","NDUFC1",662.859431666742,0.097505839818141,0.497175601344074,0.196119519048284,0.844516618930618,0.943000981083996
"CHMP3","CHMP3",1501.15827241662,0.0834205866639677,0.425249490176205,0.196168575368313,0.844478223385894,0.943000981083996
"MCCC2","MCCC2",227.66273632965,0.159707615864496,0.813778842769389,0.196254323006225,0.844411111060093,0.943000981083996
"EBP","EBP",2290.33450162529,0.118142734176121,0.600805919816965,0.196640429595157,0.844108930015238,0.943000981083996
"MUC20","MUC20",289.992858103812,0.180921330294478,0.92353359124105,0.195901190828755,0.844687505182333,0.943093423339265
"PPFIA3","PPFIA3",377.811075343397,-0.130699418809565,0.668691037805881,-0.195455616151845,0.845036280692679,0.943384438921173
"CASP10","CASP10",471.508619250484,0.167742407306113,0.860458146285236,0.194945457870658,0.845435646594942,0.943731866193832
"ATXN3","ATXN3",921.302256527989,0.0897148044910807,0.461111244745019,0.194562170221397,0.845735720821877,0.943744593553432
"FBXO31","FBXO31",1291.53501416838,-0.0867559442786526,0.445772631329038,-0.194619270411456,0.845691015912806,0.943744593553432
"SNX21","SNX21",69.9549525488686,-0.162939800906936,0.837820885580932,-0.19448047155563,0.845799685245365,0.943744593553432
"GLRX5","GLRX5",2375.8015742278,0.0795958743878925,0.40909759173757,0.194564514667083,0.845733885297522,0.943744593553432
"ATXN1L","ATXN1L",2350.25571190346,0.109028083501702,0.561035569240623,0.194333638505798,0.845914647956054,0.943774497797765
"TANK","TANK",781.393516038121,0.0866402053271248,0.447053889470215,0.193802598227696,0.846330452494538,0.944118184304443
"RAD9B","RAD9B",83.9952664793969,-0.173234836428138,0.894277066788225,-0.193714949048516,0.846399085919639,0.944118184304443
"IRF2BPL","IRF2BPL",938.434905386149,-0.142935852897726,0.739216359584809,-0.193361322492928,0.846676003956317,0.944230297150992
"DEPDC4","DEPDC4",30.6671512010317,0.173566318923622,0.897228084624282,0.193447264857189,0.846608702429358,0.944230297150992
"CLEC2D","CLEC2D",873.087760488464,-0.140014988005834,0.726128964511951,-0.192823857536025,0.847096918497505,0.94439538360018
"AGO2","AGO2",479.546029643088,0.123051391948194,0.639614076331398,0.192383808458334,0.847441574485131,0.94439538360018
"LYSMD2","LYSMD2",442.799651995941,-0.106632595888579,0.553452963757316,-0.192667855936057,0.847219098993546,0.94439538360018
"CNIH4","CNIH4",651.94227510703,0.101212502076963,0.525022435566516,0.192777480009501,0.847133241005282,0.94439538360018
"SKI","SKI",1027.72019659012,-0.142723055644633,0.741461490904833,-0.192488831038902,0.847359315867449,0.94439538360018
"MICAL3","MICAL3",4216.59342675559,-0.0830826446923605,0.43082108200934,-0.192847212362183,0.847078627307453,0.94439538360018
"NOTCH2NLA","NOTCH2NLA",319.752757317623,-0.100137901217423,0.519945374425192,-0.192593118706223,0.84727763451382,0.94439538360018
"RAB5C","RAB5C",5939.06322355066,-0.0802368975511713,0.41740428115337,-0.192228257289218,0.847563412520109,0.944416861237256
"ZNF75D","ZNF75D",1138.88018217588,-0.147868072060743,0.769609332969418,-0.192133938254383,0.84763729124405,0.944416861237256
"PRKCA","PRKCA",930.631193663844,0.149955910815546,0.782605639745344,0.191611078683691,0.848046863782779,0.944774864896935
"RUFY3","RUFY3",1036.23898278058,-0.130217258186039,0.684177805939879,-0.190326633011947,0.849053184948136,0.945145086164199
"TBXAS1","TBXAS1",564.202348813174,0.202183175352271,1.06064686910308,0.190622516543367,0.848821348011787,0.945145086164199
"ACVR1","ACVR1",261.982476241036,0.107927959717131,0.565347836354433,0.190905408629649,0.848599702634781,0.945145086164199
"LY9","LY9",926.313978412531,-0.225468885763892,1.18560060677832,-0.190172714550617,0.849173791567236,0.945145086164199
"MPP1","MPP1",8295.24276162758,-0.137586788319255,0.723291887519336,-0.190223049218946,0.849134350203722,0.945145086164199
"CIAO1","CIAO1",3993.85722520337,0.0720564412319031,0.377235041741768,0.191012056831212,0.84851614709065,0.945145086164199
"MOB3A","MOB3A",6396.22529421547,-0.13963103687001,0.733771355361024,-0.190292297252882,0.849080089275723,0.945145086164199
"KIF18B","KIF18B",3698.14961685307,-0.0839890105521293,0.440528108915527,-0.190655281359661,0.848795676232198,0.945145086164199
"NHEJ1","NHEJ1",654.072542470725,-0.0891859447661768,0.468616772332539,-0.190317440671732,0.849060387734603,0.945145086164199
"PCF11","PCF11",4029.74190375658,0.0964758509871503,0.508098308860023,0.189876347362,0.849406027352247,0.945305283585175
"NT5DC3","NT5DC3",416.553922480098,-0.119192590632259,0.62896579382437,-0.189505680281147,0.849696503540569,0.945431979046024
"TCP11L1","TCP11L1",448.450694930973,0.110526709475611,0.583023394874073,0.189575084717628,0.849642112651441,0.945431979046024
"ANKRD44","ANKRD44",1231.33122230249,0.152007411965065,0.804026317502553,0.189057756762524,0.850047549570859,0.94562600209457
"GNL3LP1","GNL3LP1",33.9123273432159,-0.164619425340344,0.870452743904129,-0.189119313475879,0.849999304660936,0.94562600209457
"ABHD14A-ACY1","ABHD14A-ACY1",59.5394235138846,-0.198511495785028,1.05130051975965,-0.188824690993601,0.850230219331494,0.945632675111028
"RDH13","RDH13",147.313727303338,0.108315883889043,0.573314402968877,0.188929291376835,0.850148235782637,0.945632675111028
"EFCAB7","EFCAB7",324.125099234383,-0.0889648386745067,0.471481869276324,-0.18869196139198,0.850334252292534,0.945650132016578
"MYLK","MYLK",1304.85921184961,-0.165407067057568,0.877644206412461,-0.188467109848193,0.850510496029082,0.945747881997644
"ZNF592","ZNF592",4263.31752112671,0.0786174461184763,0.417394718447146,0.188352757339529,0.850600130982945,0.945749314725014
"ZKSCAN4","ZKSCAN4",647.058587800541,-0.0905798332373421,0.481709275941597,-0.188038382819774,0.85084656268155,0.945925065272198
"AIG1","AIG1",292.502334728141,-0.198831003272392,1.05903475225075,-0.187747383029518,0.851074684396183,0.945928861780414
"NETO2","NETO2",1037.51078841133,0.232888598118753,1.24103192461024,0.187657217756017,0.851145369646579,0.945928861780414
"R3HDM2","R3HDM2",2838.65711653641,-0.0940015664971233,0.501119439737722,-0.187583156914292,0.851203430689466,0.945928861780414
"PSAP","PSAP",14968.0886609294,-0.0894433486319572,0.476421062526812,-0.187740122482355,0.851080376272677,0.945928861780414
"MORC2","MORC2",3071.88359974274,0.0757913683381724,0.404539115034754,0.187352385767842,0.851384352160242,0.945933522561017
"VPS72","VPS72",2165.58174571713,-0.0798913277000566,0.426305849042965,-0.187403780359591,0.851344058815104,0.945933522561017
"GLYR1","GLYR1",2020.94416744529,0.0816414533674224,0.436071936726349,0.187220149914521,0.851488026814306,0.945950532072141
"BTK","BTK",8119.0675131366,0.102194368351605,0.548037650217347,0.186473262030584,0.852073644910762,0.946012068945209
"CNN2","CNN2",4037.37112414177,0.422079452200355,2.26326191952141,0.186491651081024,0.852059225486615,0.946012068945209
"ZNF684","ZNF684",138.956263078224,0.0981247197356054,0.525186996381384,0.186837679553567,0.851787903066407,0.946012068945209
"ISCA1","ISCA1",1006.30581733505,-0.0948083171221957,0.507975473508244,-0.18663955656642,0.851943250012143,0.946012068945209
"HERC4","HERC4",1520.67847973931,-0.0795066791217234,0.426281089239757,-0.186512329842072,0.852043010688514,0.946012068945209
"FAM86B1","FAM86B1",262.859372424785,0.17441061944835,0.933897889537797,0.186755555829202,0.85185229504715,0.946012068945209
"POP4","POP4",1201.87205167284,0.0805604418940159,0.432674810360619,0.186191661647397,0.852294462668572,0.946159102236551
"WDR11","WDR11",892.453156790406,-0.12380470495488,0.66613025878877,-0.185856599848796,0.852557217432987,0.946352655808806
"OPHN1","OPHN1",208.377035156882,0.184552994198046,0.998935817515954,0.184749601487884,0.853425439422752,0.946729372096298
"GIMAP6","GIMAP6",1057.28190905838,-0.24190165952304,1.30776415867163,-0.184973458646208,0.853249853253537,0.946729372096298
"ORAI3","ORAI3",1723.13579283511,-0.087628588219814,0.474475373295372,-0.184685218984512,0.853475940279214,0.946729372096298
"SNRPE","SNRPE",2041.0127893506,0.0764531043190702,0.414026355421416,0.184657578721655,0.853497621151133,0.946729372096298
"KRT10","KRT10",841.388815910177,-0.0980786109832618,0.53120391631369,-0.184634578118102,0.853515662783874,0.946729372096298
"GPN1","GPN1",1893.75707451216,0.0787490832769669,0.425967461324673,0.184871123799158,0.853330120429586,0.946729372096298
"DNAAF10","DNAAF10",132.236592558099,0.111664036778468,0.602759952712027,0.185254571535571,0.853029367876577,0.946729372096298
"SEL1L3","SEL1L3",1321.02088816373,-0.145364283773018,0.788444622185281,-0.184368413053692,0.853724447760582,0.946833764567944
"KATNBL1","KATNBL1",711.463204743707,-0.110161970753735,0.597767187143268,-0.184289089670846,0.853786672524462,0.946833764567944
"GBP1","GBP1",2506.7708650712,-0.133676166026821,0.726553824437862,-0.1839865974558,0.854023969119058,0.946998818046355
"MYBBP1A","MYBBP1A",4362.54444065816,-0.0838626469695822,0.456984109272939,-0.183513267240315,0.854395309790976,0.947216656700587
"MEMO1","MEMO1",1538.8203398109,-0.0776984580745391,0.423400338876173,-0.183510618533687,0.854397387865565,0.947216656700587
"GORAB","GORAB",340.415031304256,-0.0963900447792498,0.526096012305782,-0.183217592463379,0.854627291221383,0.947315480126632
"NDFIP1","NDFIP1",742.911705952129,0.20277125352106,1.10700264171741,0.183171426950237,0.85466351303718,0.947315480126632
"PHYH","PHYH",329.414516119466,0.126099787822912,0.690224451567369,0.182693886802421,0.855038212658538,0.947436504141356
"ICOSLG","ICOSLG",5922.5275922191,-0.139451674567411,0.76311593764808,-0.182739827184321,0.855002164332341,0.947436504141356
"PPID","PPID",1342.71713669565,0.110033742522472,0.601921549051052,0.18280412571363,0.854951711312245,0.947436504141356
"CELSR2","CELSR2",1986.94596152166,-0.0941556441797411,0.516082518041572,-0.182443002597806,0.855235080869071,0.947522333532093
"IMP3","IMP3",2154.08598218429,0.0896943685758591,0.491827462568501,0.182369581615965,0.855292695835648,0.947522333532093
"CEACAM21","CEACAM21",606.18806137716,-0.164711234895621,0.907190830268888,-0.181561838369554,0.855926599570379,0.94753916125908
"PXMP4","PXMP4",471.93563333144,-0.0934562297350993,0.516463395446014,-0.180954217780315,0.856403511601345,0.94753916125908
"ANAPC15","ANAPC15",1170.11359340271,-0.0817622117288507,0.452192472866644,-0.180812854337279,0.856514473113514,0.94753916125908
"RNF141","RNF141",664.081095480572,0.0988714081182068,0.546941901075977,0.180771317618381,0.856547077394126,0.94753916125908
"SELENOK","SELENOK",783.921240709939,-0.101941309734873,0.560462161230406,-0.181887943177247,0.85567066661918,0.94753916125908
"RELCH","RELCH",828.574649729134,-0.097115231955899,0.53524505741718,-0.181440688914584,0.856021683715802,0.94753916125908
"LRP8","LRP8",980.177951755492,-0.123746957731431,0.681789309021085,-0.181503224081215,0.855972602731421,0.94753916125908
"SRSF2","SRSF2",16021.2771884861,-0.0775760506938624,0.429059183211563,-0.180805011824233,0.856520629081631,0.94753916125908
"TMEM126A","TMEM126A",349.261814734179,-0.0989537677939841,0.54641943433158,-0.181094890804958,0.856293094842313,0.94753916125908
"PMS2CL","PMS2CL",558.873844153906,-0.0954631318008573,0.526347774821704,-0.181368928239878,0.856078006064562,0.94753916125908
"NIF3L1","NIF3L1",795.563690264384,0.0809690978689092,0.446841177990601,0.181203304120312,0.856208001221988,0.94753916125908
"IPO4","IPO4",808.446356749364,-0.120966168297545,0.664197362218235,-0.182123831226236,0.85548554687206,0.94753916125908
"TTC41P","TTC41P",24.1747198215288,0.163107101126074,0.897284353595591,0.181778608389273,0.855756472848019,0.94753916125908
"PEX26","PEX26",435.987898862476,0.115619054592151,0.635124135706748,0.182041664128373,0.855550028899215,0.94753916125908
"PTK2B","PTK2B",14293.7120356221,-0.145443703882046,0.805293358375824,-0.180609590740184,0.856674027367901,0.947581676273339
"ERN1","ERN1",580.220443873137,0.0862043633910366,0.478149960158916,0.180287295982177,0.856927028597091,0.947763595529689
"TPGS2","TPGS2",3870.03659786715,-0.0744449160883585,0.413917607832819,-0.17985443160569,0.857266850050441,0.948041490680782
"VPS26C","VPS26C",1000.57084257978,-0.0973170016866313,0.542222899904306,-0.179477852565442,0.857562506057379,0.948227277425079
"CAMLG","CAMLG",1432.02048740951,0.0886360760565899,0.494028761012394,0.179414809524351,0.857612003739338,0.948227277425079
"KDM4D","KDM4D",70.4899085874012,0.155359686640353,0.868271604990213,0.178929825353559,0.857992803445417,0.948550341927418
"ZNF419","ZNF419",426.202808305062,-0.100254283749254,0.561975212443211,-0.178396273588997,0.858411775611163,0.948613713390967
"CCDC51","CCDC51",625.074215494713,0.0919729899570756,0.51585423838149,0.178292593360566,0.858493195266855,0.948613713390967
"UGT3A2","UGT3A2",6946.8600219926,-0.142969054723088,0.801397713612924,-0.178399628916514,0.858409140711457,0.948613713390967
"RPL4","RPL4",75082.7097561131,0.0891247181959325,0.499046102896371,0.178590149644831,0.858259529585844,0.948613713390967
"GK","GK",954.293252881814,0.116603516912029,0.6532057126678,0.178509640455839,0.858322750801871,0.948613713390967
"PFDN2","PFDN2",1805.43966774344,-0.0961713759976128,0.540356255967011,-0.177977722910798,0.858740470954801,0.948713683237577
"MT1F","MT1F",266.876459752458,0.153956142601376,0.86515694890971,0.177951691650162,0.858760914579367,0.948713683237577
"NSDHL","NSDHL",926.244894219402,-0.0955937933705686,0.537626555409943,-0.177807052885767,0.85887450821325,0.94874126616684
"CD1C","CD1C",1035.89588741194,0.223487635625841,1.26059031000456,0.177288079919505,0.859282113332597,0.948995669372274
"TICAM2","TICAM2",70.3258984465915,0.168242988695011,0.948417519259359,0.177393379264435,0.859199407429605,0.948995669372274
"N6AMT1","N6AMT1",213.188327455856,-0.085606619962509,0.483720761467837,-0.176975285705617,0.859527802290608,0.949169086395808
"CDKL3","CDKL3",70.0339914448342,-0.126858614556979,0.721902248882725,-0.175728244029321,0.860507445054392,0.949441237494825
"MAP4K5","MAP4K5",1317.66856041655,-0.110028948378657,0.632881837937057,-0.173853856728308,0.861980317270616,0.949441237494825
"ZNF574","ZNF574",1722.68525645462,0.0776515549113317,0.445343107713659,0.174363437013735,0.861579847155996,0.949441237494825
"ZFAND5","ZFAND5",2870.76940048067,-0.0878765832900867,0.505386597592778,-0.173879924217726,0.861959830430769,0.949441237494825
"CACYBP","CACYBP",4586.531664142,-0.0937426765972717,0.537327473075236,-0.17446097825738,0.861503195275528,0.949441237494825
"TRMT13","TRMT13",630.101646109068,0.103232224567804,0.586235097441959,0.176093558741635,0.860220441234055,0.949441237494825
"RIDA","RIDA",295.407237907075,0.0913641002823002,0.527188143340223,0.173304543048758,0.862412052890325,0.949441237494825
"NIP7","NIP7",342.277828173153,-0.103946956998517,0.594216579688136,-0.174931095078283,0.861133776643638,0.949441237494825
"SLC41A1","SLC41A1",2814.66384504768,-0.0730090713653259,0.419574163138835,-0.174007548079569,0.861859530220287,0.949441237494825
"DPF2","DPF2",4399.08823935954,-0.0758671503058773,0.437377435766146,-0.173459223320431,0.862290477054557,0.949441237494825
"NAPG","NAPG",301.646517137616,0.099164892836748,0.562577248488247,0.176268935694117,0.860082665616553,0.949441237494825
"MRPS9","MRPS9",1368.9103451873,0.0833728061312621,0.473769037265556,0.175977743527655,0.860311427658149,0.949441237494825
"APPL2","APPL2",988.662280543343,-0.0756157792816938,0.433669869442678,-0.174362538441672,0.861580553296568,0.949441237494825
"SRP14","SRP14",2607.40772072636,-0.119925455515065,0.692560121906631,-0.173162519356309,0.862523683758727,0.949441237494825
"SOD1","SOD1",302.957643409196,0.105491913880038,0.607499820245495,0.173649292336265,0.86214109078671,0.949441237494825
"PEX14","PEX14",1006.17505549653,0.080782953584926,0.461077153280696,0.175204850229798,0.860918673350474,0.949441237494825
"LACTB2","LACTB2",150.142624937601,0.171521276135468,0.985701073253627,0.174009424144488,0.861858055828399,0.949441237494825
"OXA1L","OXA1L",4018.83319399974,-0.0714570438825804,0.406689435040612,-0.175704205041483,0.860526331557716,0.949441237494825
"RPL8","RPL8",59846.0482828998,-0.0958632082766784,0.553273004763449,-0.173265652672978,0.862442620520006,0.949441237494825
"CCDC127","CCDC127",1177.13474510432,0.0843171523984385,0.478204136821393,0.176320416127915,0.860042223547753,0.949441237494825
"ANKS6","ANKS6",717.365126608633,-0.194788975095476,1.11940364262843,-0.174011382201775,0.861856516999551,0.949441237494825
"USP54","USP54",559.874535043907,0.0988547078798932,0.569550090498571,0.173566310547608,0.862206310383149,0.949441237494825
"ZNF641","ZNF641",873.891348850484,-0.073068936418503,0.418572762413478,-0.174566868606523,0.861419983804703,0.949441237494825
"SF1","SF1",18132.119280389,0.0717163156197563,0.412762890514815,0.173747004073716,0.862064295381287,0.949441237494825
"PRELID1","PRELID1",3863.26566831974,0.0960243791978297,0.553373250251779,0.173525516736018,0.862238372653117,0.949441237494825
"BRD3","BRD3",201.17627964804,0.16300783123593,0.940929544878364,0.173241272020003,0.862461783689344,0.949441237494825
"POLR1C","POLR1C",777.190360508001,-0.0998115958326987,0.574118810188196,-0.173851812658743,0.861981923740171,0.949441237494825
"STAT5B","STAT5B",5674.65162937664,0.0837474500674797,0.482911429150847,0.173421967284438,0.862319759312422,0.949441237494825
"TMEM39A","TMEM39A",549.208538194723,-0.0762603339736351,0.438128530723712,-0.174059273993561,0.861818879208461,0.949441237494825
"BET1L","BET1L",1980.70002378621,-0.0785905590064289,0.448972228986195,-0.175045479280291,0.861043897926733,0.949441237494825
"NDUFA7","NDUFA7",1018.44499940719,-0.0727655289140238,0.415260627728236,-0.175228577079657,0.860900030447962,0.949441237494825
"FASTKD2","FASTKD2",655.582254075247,0.0707231294179846,0.409031309251165,0.172903950916278,0.862726926048227,0.949502181704508
"ATP5MF","ATP5MF",4548.82141910139,-0.0846764473513135,0.489837512406243,-0.172866399993244,0.862756442918239,0.949502181704508
"CISH","CISH",453.582871800443,0.164615925724837,0.956438006108127,0.172113534461769,0.863348272582882,0.949770961731668
"PARD3","PARD3",1753.75521303497,0.138869585195132,0.806892155985145,0.172104269653711,0.863355556152345,0.949770961731668
"ZNF596","ZNF596",200.193772396831,-0.0894290799654803,0.519398944401237,-0.172178016396576,0.863297580148956,0.949770961731668
"RNF41","RNF41",2189.10380460436,0.0717522887763574,0.416183024439283,0.172405611384626,0.863118660987504,0.949770961731668
"GPX7","GPX7",1402.11883819131,-0.0799972753858308,0.465957670607641,-0.171683567911885,0.863686304898289,0.950037185977824
"HNRNPUL2-BSCL2","HNRNPUL2-BSCL2",5795.87413182853,0.0648084665047555,0.37783549882293,0.171525615530179,0.863810490617959,0.950076163779436
"NGLY1","NGLY1",2351.35160145537,-0.0835302554034927,0.488376311921598,-0.171036664482823,0.864194936257766,0.950401355315326
"ND4L","ND4L",20960.4220688726,0.146074151461876,0.855566632787209,0.17073381062794,0.864433076111893,0.950565596279179
"SLC18B1","SLC18B1",296.668369792326,-0.15272157751904,0.897556290118269,-0.170152645801096,0.864890091744977,0.950970463448026
"CS","CS",9450.29804042636,0.066535586996777,0.391753370156515,0.169840496765081,0.865135577759817,0.95114268870482
"STK17B","STK17B",2563.62381530283,0.118484700075774,0.699158863381687,0.169467493414426,0.865428939015848,0.951367507924077
"RCC1","RCC1",6258.7357621138,0.0776020604443954,0.459642651887217,0.168831286926429,0.865929348159037,0.951819865698993
"ERP44","ERP44",2497.31499746235,0.0763435256509653,0.453046868910398,0.168511319445989,0.86618103937582,0.951974093528567
"CSTF2","CSTF2",1208.6772276048,0.0773953764911817,0.459519328016955,0.168426814221677,0.866247514718521,0.951974093528567
"MTFMT","MTFMT",563.267435375727,0.0858844437548605,0.511308751997616,0.167969829226121,0.866607014604164,0.952173672517456
"TPH1","TPH1",51.7687095237319,-0.147677246658136,0.878846188486979,-0.168035372506283,0.866555451473221,0.952173672517456
"VIM","VIM",36187.7354630001,-0.0724095133058808,0.434467511008959,-0.166662665150094,0.867635483490332,0.952210708014938
"BAZ2A","BAZ2A",8337.58703912737,-0.0998623637580313,0.598598689944569,-0.166826899950748,0.867506252186694,0.952210708014938
"ATP1A3","ATP1A3",3176.2061658097,0.175379938408389,1.0455675069255,0.16773659973816,0.86679050167201,0.952210708014938
"RBMS1","RBMS1",449.73629486882,0.114453068049088,0.685644790549114,0.166927641873317,0.8674269832241,0.952210708014938
"PABIR2","PABIR2",3321.02648283714,0.134943596118677,0.810129738376061,0.166570352532888,0.867708122997265,0.952210708014938
"EEF1A1","EEF1A1",414578.756463468,-0.0707331895827839,0.423423153389147,-0.167050830868893,0.867330053553546,0.952210708014938
"CMBL","CMBL",801.101340147197,0.107169962854168,0.643275811703655,0.166600330533707,0.867684533605347,0.952210708014938
"DACT1","DACT1",281.075044526638,-0.0824879773492643,0.491947560489925,-0.167676362226729,0.866837893091413,0.952210708014938
"NDUFS5","NDUFS5",2769.73380327376,-0.0786553015564663,0.470125607180031,-0.167306992759375,0.867128502265605,0.952210708014938
"TCEAL1","TCEAL1",707.838913904064,0.150347701548301,0.902053470503241,0.16667271560346,0.867627574996642,0.952210708014938
"HMCES","HMCES",4299.06015536751,-0.0680783475247733,0.407032535120007,-0.167255296937631,0.867169176471,0.952210708014938
"EFCAB2","EFCAB2",1213.80026009843,-0.0825261734483126,0.494823200175424,-0.166779111042197,0.867543855441093,0.952210708014938
"ZNF789","ZNF789",531.554002780489,-0.116372921916842,0.700976650516683,-0.166015404123753,0.868144827655397,0.952592289878129
"LCP2","LCP2",821.570962564662,0.103796179905949,0.628087177390701,0.165257600604355,0.868741229718074,0.953087287818318
"SERTAD2","SERTAD2",1543.39252424221,0.0994822468215405,0.60213462480301,0.165215954578407,0.868774007896418,0.953087287818318
"PEPD","PEPD",186.696429024221,-0.146502865429497,0.888077349789764,-0.164966334817771,0.868970479891872,0.953205142662413
"POLR3K","POLR3K",1240.64089202072,-0.0908238826513672,0.551035364413709,-0.16482405398427,0.869082470637459,0.95323031231291
"LRRFIP2","LRRFIP2",1349.28179591493,0.0719773698733789,0.437185918464934,0.164637896220695,0.869229001343544,0.95329335717474
"OAT","OAT",1914.39193675692,-0.174161450531536,1.05909132924771,-0.164444222818107,0.869381452615112,0.953307312411959
"ZC4H2","ZC4H2",938.82444018284,-0.0855606344627496,0.520814559431261,-0.164282339871956,0.869508883548843,0.953307312411959
"USP15","USP15",1345.62754973657,-0.0772054249764638,0.469873525297,-0.164311076959834,0.869486262055388,0.953307312411959
"TRIR","TRIR",10062.5494042481,-0.0713416650927313,0.436835482079042,-0.163314721490098,0.870270643442613,0.953947085608557
"CSGALNACT2","CSGALNACT2",1169.46326710863,0.104792129354189,0.641550505876397,0.163341979149462,0.870249183133708,0.953947085608557
"OSTC","OSTC",1351.76873646783,-0.0735738390269264,0.451096133775232,-0.16310013214076,0.870439595757059,0.954034593281388
"TMEM14C","TMEM14C",1410.89945608018,0.0667147796423649,0.411115347172276,0.162277521628032,0.87108731518972,0.954060743718636
"RPA2","RPA2",3747.96663552227,0.0762099457876129,0.467737151789577,0.162933274588155,0.870570971553752,0.954060743718636
"ABCB7","ABCB7",2081.67067190371,0.110337505605537,0.67928641700953,0.162431491109867,0.870966073793729,0.954060743718636
"GEMIN6","GEMIN6",640.439524171169,-0.0754083582661726,0.463672251187547,-0.162632890092168,0.870807489191905,0.954060743718636
"TM2D1","TM2D1",614.084149710506,0.0847401511104906,0.520826981660208,0.162703074330692,0.870752226282124,0.954060743718636
"SPRY3","SPRY3",98.6936966367084,-0.140624893889273,0.865685434680842,-0.162443409875688,0.87095668863294,0.954060743718636
"NBPF9","NBPF9",1538.88116105214,-0.0803417555412138,0.494980726467182,-0.162312896735668,0.871059459223272,0.954060743718636
