"","id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NR2C1","NR2C1",812.357221513679,-0.102005508763573,0.630940154405741,-0.161672241101294,0.871563965315354,0.954485140532057
"GJB6","GJB6",106.483812007348,-0.198187742802808,1.22750735782166,-0.161455441826853,0.87173470312978,0.954574467778671
"VTI1A","VTI1A",1419.9793377708,0.0680648207764892,0.421910146338544,0.16132539444044,0.871837123345068,0.954588974676173
"WIPI2","WIPI2",3546.08212650617,0.0851979737491691,0.528616326256132,0.161171665568059,0.871958196940089,0.954623900413546
"NFAT5","NFAT5",1858.84272200148,-0.118598961788096,0.736919933578819,-0.160938734839381,0.872141653950424,0.954727109677809
"KIF3B","KIF3B",632.412276057784,-0.0774922359514771,0.482045036654376,-0.160757253076,0.872284594353096,0.954785949135981
"KDM5C","KDM5C",8878.13809801948,-0.0899500803122645,0.560170034213341,-0.160576387201046,0.87242705381291,0.954844250185789
"FGFR1OP2","FGFR1OP2",1279.50308660394,-0.10857278629326,0.682152779311791,-0.15916197893791,0.873541258364104,0.955965975341211
"ZNF763","ZNF763",160.3842220037,-0.109466966057237,0.688622083995637,-0.158965227228946,0.873696270065058,0.956037879080696
"SLC25A43","SLC25A43",654.702101361701,0.140184610052638,0.883159810488183,0.158730739768546,0.873881018375905,0.956044588831279
"DLX1","DLX1",81.0491830992229,0.112442151911984,0.708246697095867,0.158761279612101,0.873856956211222,0.956044588831279
"RCHY1","RCHY1",509.051660660838,0.0906239443663025,0.571433560699821,0.158590517951584,0.873991499824916,0.956067750421595
"SNX24","SNX24",139.794118255806,0.132594428121621,0.836996510906364,0.158416942476901,0.874128264185235,0.956119655471844
"RPL27A","RPL27A",39513.5708165432,0.0738481755917064,0.467472444034879,0.157973323420528,0.874477819564632,0.956404276505863
"COX3","COX3",152249.348110989,-0.0914842765305513,0.579899010676227,-0.157758980178067,0.874646722879759,0.95649128291223
"GMDS","GMDS",1036.34053475954,-0.0681404436714803,0.432369537083352,-0.157597697865436,0.874773817740296,0.956494980266907
"NPIPB13","NPIPB13",975.739122006033,0.0866898643018998,0.550314277667576,0.157527921443946,0.874828804464576,0.956494980266907
"ERGIC1","ERGIC1",17675.0824381686,-0.0689775158313135,0.439858056394078,-0.156817670674912,0.875388545973773,0.956733209880529
"SLC2A1","SLC2A1",2696.19058613034,0.0697679723013565,0.44474297993711,0.156872565613565,0.875345281596361,0.956733209880529
"STX12","STX12",813.043934920069,0.0758652678421828,0.483841316241926,0.15679782874154,0.875404184098999,0.956733209880529
"HABP4","HABP4",126.434506636517,0.0998087246173415,0.636002155697352,0.156931425032522,0.875298893104868,0.956733209880529
"SPATA7","SPATA7",186.977217201243,-0.0868810913503018,0.555242254914984,-0.156474206675075,0.875659248890065,0.956914277191521
"LRP3","LRP3",679.356138031384,-0.0992971132079752,0.63647592365452,-0.156010792423743,0.876024514265234,0.957025450048104
"WDR19","WDR19",1127.24672369353,-0.0976316004074254,0.625824048827029,-0.156004871641501,0.876029181225723,0.957025450048104
"PPTC7","PPTC7",1527.58733336142,0.0913150783209478,0.584606272770983,0.156199279026074,0.875875945014564,0.957025450048104
"SLC25A12","SLC25A12",711.894903122954,-0.0718951683894597,0.465365072843735,-0.154491973259028,0.877221839652453,0.957439243746737
"MAP7D1","MAP7D1",7982.85786969228,-0.062247215954464,0.40261670768184,-0.154606638936737,0.87713143582127,0.957439243746737
"PTPRE","PTPRE",5723.96894384617,-0.0961051700270927,0.620898319793118,-0.154784071664286,0.876991548834823,0.957439243746737
"RTN3","RTN3",5333.12308939677,0.0671920486288483,0.434582592996746,0.154612839335126,0.877126547396552,0.957439243746737
"SKIL","SKIL",473.939228163786,0.0947354609190619,0.613611890404815,0.154389871514,0.877302339272465,0.957439243746737
"EXT2","EXT2",1885.00487671781,-0.0923548247353116,0.596037899360396,-0.154947906558319,0.876862385716849,0.957439243746737
"SHC1","SHC1",3518.72413767489,0.0637298271259869,0.412148086737117,0.154628467720235,0.877114225921327,0.957439243746737
"H3-3A","H3-3A",14946.6786502342,-0.0746593227823203,0.482547944353711,-0.154718973846865,0.877042871150055,0.957439243746737
"P4HB","P4HB",18175.1741875989,-0.0785318666921113,0.507680866852598,-0.154687465728175,0.877067711947331,0.957439243746737
"QRICH1","QRICH1",5110.68292420906,0.061566856634541,0.398256774048246,0.154590858577794,0.877143877155348,0.957439243746737
"AMMECR1","AMMECR1",39.7279043226029,0.128079061038589,0.831248630040257,0.154080327365335,0.877546399526502,0.957510366622282
"PJA1","PJA1",1416.12439543294,-0.126710957956542,0.822105309161075,-0.154129837801249,0.877507362213479,0.957510366622282
"SERPINB8","SERPINB8",907.182998335316,0.0804372070509108,0.523658623123912,0.153606192085711,0.877920254310881,0.95782066066021
"PSMA1","PSMA1",4084.86130231847,-0.0585858982036468,0.381910345504185,-0.153402228803998,0.878081087359263,0.957898506081821
"ZEB1","ZEB1",287.814759706224,0.124398307464737,0.812300581827826,0.153143196308954,0.878285351895435,0.958023710214045
"MNT","MNT",2264.45995334013,0.0699737547814447,0.459524706768084,0.152274194947171,0.878970677003578,0.958113028368899
"RBM22","RBM22",3749.82733766077,0.0609666375306616,0.400752019924941,0.152130580756849,0.879083944962924,0.958113028368899
"CEP152","CEP152",1481.39940760608,0.0779001949350134,0.512760507113944,0.151923156823196,0.879247543789045,0.958113028368899
"SDHC","SDHC",2345.53310790425,0.0578220642312265,0.378131673739311,0.152915156933111,0.878465182980843,0.958113028368899
"TEF","TEF",513.71455084782,0.0844189121484919,0.552778335543389,0.152717475921894,0.878621078636518,0.958113028368899
"ZNF318","ZNF318",2114.15152425475,0.0957558534095579,0.63027108530465,0.151928044364074,0.879243688842107,0.958113028368899
"PARVB","PARVB",282.195810354249,0.162020017071904,1.06460448753522,0.152187989970824,0.879038666239715,0.958113028368899
"TRPV1","TRPV1",516.726149649909,-0.104032815016664,0.681675149894236,-0.152613477303382,0.878703096156975,0.958113028368899
"ZNF655","ZNF655",2156.96469403926,-0.0737346067154945,0.48540103441765,-0.151904510883369,0.879262250415326,0.958113028368899
"HGH1","HGH1",1886.81427862424,-0.0798165341803263,0.524022688485495,-0.152315035081798,0.878938466998785,0.958113028368899
"LRP11","LRP11",439.930251899746,0.138342377665514,0.912078335289749,0.151678175341776,0.87944077153913,0.958210021305485
"RCL1","RCL1",405.801247140157,0.0894172830033349,0.591063449764932,0.151282037552646,0.879753238154522,0.958452922292302
"WASHC2C","WASHC2C",3873.35406538487,-0.0797957304909644,0.528768350554907,-0.15090867372683,0.880047758205919,0.958676223831725
"ZNF142","ZNF142",2270.79105635669,-0.0567295245173829,0.377288295611118,-0.150361209656648,0.880479643498529,0.958951529519966
"ARMCX2","ARMCX2",1145.74142073351,-0.174907751603492,1.16268083320268,-0.150434879984816,0.88042152412984,0.958951529519966
"TGFBI","TGFBI",134.349348272842,-0.155873479176894,1.03981726371214,-0.149904684810124,0.880839815541635,0.959246208074588
"OPN3","OPN3",789.034389792791,0.0947049911205304,0.633081587254146,0.149593659059479,0.881085211225613,0.959398089991735
"ADSL","ADSL",2858.2535671404,-0.0656787792989085,0.439320765762689,-0.149500739362698,0.88115852599708,0.959398089991735
"TNFAIP1","TNFAIP1",859.776784485902,0.0684376160256413,0.45876309148189,0.149178557073053,0.881412739627999,0.959479700805138
"PNMA1","PNMA1",1157.09576884962,-0.124993573468711,0.837866932895612,-0.149180697508543,0.881411050705628,0.959479700805138
"SUB1","SUB1",3981.1750912682,0.0663803670145533,0.446603515821944,0.148633776185986,0.881842619492073,0.959657918831777
"ZNF141","ZNF141",688.168048200743,-0.0893137049064251,0.601371629602347,-0.148516658435456,0.881935040211773,0.959657918831777
"SERINC2","SERINC2",625.687264558971,-0.195003916839823,1.31068806794852,-0.148779806277661,0.881727385531732,0.959657918831777
"TMEM43","TMEM43",2551.92229944959,0.0600436130565101,0.404215481714558,0.148543575822043,0.881913798846581,0.959657918831777
"NUP98","NUP98",1907.4799463039,0.0651258161415,0.439580932136587,0.148154324676813,0.88222097755444,0.959773939504094
"DCAF6","DCAF6",606.436363172463,0.0606729977708843,0.409407524992777,0.14819707520509,0.882187239980131,0.959773939504094
"CEBPG","CEBPG",2542.62794369912,-0.0659785888997984,0.446237449096244,-0.147855338079364,0.8824569357558,0.959933085790655
"POLDIP2","POLDIP2",4461.95129244763,-0.0664309930268567,0.459174127968138,-0.144674947869594,0.884967519731271,0.95998491852157
"FRMPD1","FRMPD1",76.4360846049315,0.12366567550486,0.85610081049203,0.144452235051366,0.885143371683446,0.95998491852157
"NLE1","NLE1",1342.18351795956,0.0748904315475932,0.516880894725553,0.144889146245882,0.884798396047726,0.95998491852157
"CCNT2","CCNT2",593.398075564753,-0.123833078452392,0.859675483486582,-0.14404630681122,0.885463903361231,0.95998491852157
"PDPR","PDPR",4693.92577656148,0.0681195988116825,0.471519380804219,0.144468290350014,0.885130694380912,0.95998491852157
"HERC1","HERC1",4994.51111290388,-0.0787163831073471,0.545089943338986,-0.144409897979707,0.885176801278316,0.95998491852157
"HNRNPL","HNRNPL",17833.2227233405,0.0556368134139888,0.38381958124287,0.144955640965028,0.884745895167784,0.95998491852157
"ATP6V0E1","ATP6V0E1",2722.41774908772,-0.0794014569906284,0.5510362899673,-0.144094787287676,0.885425620907826,0.95998491852157
"SF3B6","SF3B6",2335.52421418204,-0.0603863280541394,0.411974174089909,-0.146577945541219,0.883465162543072,0.95998491852157
"HP1BP3","HP1BP3",4664.1349781832,0.0990671049211367,0.685414963336464,0.144535952992473,0.88507726811836,0.95998491852157
"TACO1","TACO1",689.113719620974,0.0639716446157071,0.444055365738466,0.144062316439577,0.885451261379758,0.95998491852157
"BPHL","BPHL",161.546970660826,-0.10543974590596,0.725774161060737,-0.145279002151106,0.884490592685755,0.95998491852157
"ZGRF1","ZGRF1",1226.39034227311,0.108747938977906,0.739955713349285,0.146965469711257,0.883159275499456,0.95998491852157
"NABP2","NABP2",1854.72734537006,0.0724861420166073,0.503038973971954,0.144096473170384,0.88542428966074,0.95998491852157
"HNRNPA1L2","HNRNPA1L2",583.42532009284,-0.0601957762124294,0.411214792411172,-0.146385240325304,0.883617278310671,0.95998491852157
"EIF4A3","EIF4A3",4073.57821776926,-0.0560445799030705,0.387595376202765,-0.144595584323358,0.88503018379358,0.95998491852157
"ILF2","ILF2",11882.904736974,-0.0672634820264867,0.45844052715415,-0.146722373006673,0.883351158612757,0.95998491852157
"XPC","XPC",157.4444684607,0.159538095074519,1.08298078609683,0.14731387400649,0.882884282078318,0.95998491852157
"RRP1","RRP1",3829.58730157841,0.0890052158883414,0.603356560469448,0.147516778170258,0.882724137539606,0.95998491852157
"DVL3","DVL3",7601.87806401406,0.0697593363940976,0.473622952704407,0.147288757852145,0.882904105636686,0.95998491852157
"SANBR","SANBR",568.337041039603,-0.0905182875153905,0.620844248747951,-0.145798705066428,0.884080298188021,0.95998491852157
"MAIP1","MAIP1",388.509422010848,0.069852382309492,0.483231133276125,0.144552735739353,0.885064016581954,0.95998491852157
"BUB1","BUB1",857.609490214478,0.0980923059059993,0.678769766576052,0.144514842493369,0.885093936862487,0.95998491852157
"IQCK","IQCK",80.6337977543934,0.0880321351726162,0.606801137753967,0.145075758259883,0.884651057886665,0.95998491852157
"UBE2C","UBE2C",2968.5535759851,0.0985268007049435,0.68122767396858,0.144631236325094,0.885002033510152,0.95998491852157
"NUDT4B","NUDT4B",166.977614402766,-0.084678167748453,0.582138978634057,-0.145460398386556,0.884347380656261,0.95998491852157
"CCDC43","CCDC43",186.479270938399,0.0881072665304689,0.610027496815461,0.144431631345172,0.885159640462624,0.95998491852157
"NPLOC4","NPLOC4",595.040584449338,-0.110064990911528,0.75380027229087,-0.146013466640215,0.883910757523593,0.95998491852157
"ALYREF","ALYREF",4939.88477350997,0.0748018041788994,0.507158780826101,0.147491884212388,0.882743785135837,0.95998491852157
"MTF1","MTF1",1146.99144489061,0.0698380116641296,0.478100449417432,0.146073930173518,0.883863026351175,0.95998491852157
"TCEAL3","TCEAL3",463.400867697552,0.136956749651537,0.930373409777325,0.147206216570953,0.882969253941411,0.95998491852157
"HSD17B11","HSD17B11",1059.27823814512,-0.106330195958489,0.729640830498188,-0.145729503495423,0.88413492957796,0.95998491852157
"NBPF11","NBPF11",637.262717748005,0.12389989429801,0.846611139250199,0.146348055859201,0.883646631116648,0.95998491852157
"DOP1B","DOP1B",1622.97836395341,-0.101777348658124,0.708913374133087,-0.143568103483144,0.885841529402263,0.960005423390486
"PRCC","PRCC",3826.64921679008,0.0622272389458013,0.433295290455111,0.143613928691542,0.885805341176935,0.960005423390486
"RABGAP1L","RABGAP1L",1089.37035733731,0.0740379102156838,0.515168309223234,0.143715964064865,0.88572476456854,0.960005423390486
"ATP5MK","ATP5MK",1254.19295560744,-0.0588366511089129,0.409531886617558,-0.143668058658049,0.885762594980388,0.960005423390486
"SPECC1L","SPECC1L",2859.68732107608,0.0554111054242693,0.387308143263166,0.143067235709059,0.886237080826526,0.960336871165904
"CCDC32","CCDC32",550.373874844684,0.0830349433052892,0.581727351064196,0.142738592492492,0.886496636374063,0.960520900038901
"TLR2","TLR2",694.05259032484,0.0870054794417036,0.610410711962663,0.142535964288624,0.886656673966574,0.960597074669787
"C12orf57","C12orf57",3227.87775070282,-0.0774067535480615,0.543542343245689,-0.142411634548723,0.886754873010951,0.960599122025774
"ZSCAN9","ZSCAN9",412.518375034638,0.100167658219892,0.704437355269154,0.142195267571549,0.886925769738879,0.960599122025774
"UTP4","UTP4",484.111364907269,-0.074502308182685,0.524936149404206,-0.141926419560253,0.887138125759546,0.960599122025774
"ZFP36L2","ZFP36L2",24962.3565056796,-0.0863998847642469,0.608807403481208,-0.141916613152543,0.887145871738072,0.960599122025774
"NDUFAF6","NDUFAF6",566.485070860353,0.0599682476031578,0.422253349494886,0.142019590075233,0.887064531885535,0.960599122025774
"HMGN4","HMGN4",2382.98406710306,-0.0565688060535216,0.398787712731382,-0.141851928350725,0.887196965854164,0.960599122025774
"PPP5C","PPP5C",4404.19403976687,-0.0649497640397652,0.458932222130408,-0.141523651876659,0.887456276588772,0.960708236355671
"CYB5RL","CYB5RL",306.914604120458,0.111195877582711,0.785852551273778,0.141497126149778,0.887477230202824,0.960708236355671
"SLC25A3","SLC25A3",11948.197022878,-0.0560761660921073,0.398540541630501,-0.140703793553072,0.888103948091612,0.961289460497544
"RASGRP3","RASGRP3",129.451824328665,-0.11626126865394,0.827738884180763,-0.14045645417396,0.888299355891683,0.961403761482203
"KLHDC3","KLHDC3",4137.20228174566,-0.0635224660871915,0.453161521605985,-0.14017621324527,0.888520765407641,0.961546178092276
"ABLIM1","ABLIM1",669.908525565447,0.116470968030502,0.831576144877471,0.140060496862453,0.888612191808979,0.961547914011434
"METRN","METRN",283.022137355528,-0.0794623374202854,0.56825916880002,-0.139834677173945,0.888790614039706,0.96164377635891
"RIMS3","RIMS3",1356.55142577029,0.100702696714605,0.721405513325247,0.139592358048978,0.888982078894731,0.961753729617797
"RBMS2","RBMS2",105.085425962143,-0.121118747179737,0.868485283801051,-0.139459757624957,0.889086853891369,0.961769883883095
"DENND5A","DENND5A",4382.74380258387,0.0734967857080525,0.528216633807039,0.139141369286945,0.88933843819739,0.961944829837634
"SIPA1L3","SIPA1L3",55.8266596766789,0.140664960728904,1.01270588187633,0.138900112309293,0.889529082218357,0.961956644625468
"DNAJC28","DNAJC28",39.0905989348537,0.112694893444308,0.81132062619109,0.13890303020321,0.889526776427047,0.961956644625468
"STRADB","STRADB",982.178637571586,-0.0909849609800062,0.656047485358908,-0.138686547865099,0.889697848614053,0.962041966607418
"PPP2R3C","PPP2R3C",1068.79204051252,-0.0623297962685718,0.450286990340825,-0.138422378628781,0.889906611672934,0.962150961865535
"EXOSC9","EXOSC9",1304.89766502635,0.0759089987859306,0.550237028303725,0.137956907443949,0.890274474693825,0.962150961865535
"CHST15","CHST15",9092.37246359845,-0.0764091702804107,0.553698943795245,-0.137997681116521,0.890242250215072,0.962150961865535
"NDUFA12","NDUFA12",1566.34994658569,0.0641470427291968,0.464535966282064,0.138088431004817,0.890170528902737,0.962150961865535
"SVIL","SVIL",964.59457985348,-0.0990906842578664,0.717069872456637,-0.138188324546934,0.890091582231149,0.962150961865535
"RPL36A","RPL36A",24658.049134848,0.0614675379147954,0.445815489721562,0.137876631323836,0.890337919499298,0.962150961865535
"IFT25","IFT25",1258.52034204136,0.0610407482490761,0.445628569485119,0.136976738990507,0.891049181383281,0.962198309114809
"CHD8","CHD8",4810.25628172072,-0.0603738463924985,0.440970068637218,-0.13691143840914,0.891100797437105,0.962198309114809
